# scer_disaggregation_recovery_long.txt 
# Generated:  Thu Sep 10 02:25:21 2015 
#
# Citation: 
#    Reversible, specific, active aggregates of endogenous proteins assemble upon heat stress. Edward W.J. Wallace, Jamie L. Kear-Scott, Evgeny V. Pilipenko, Michael H. Schwartz, Pawel R. Laskowski, Alexandra E. Rojek, Christopher D. Katanski, Joshua A. Riback, Michael F. Dion, Alexander M. Franks, Edoardo M. Airoldi, Tao Pan, Bogdan A. Budnik, D. Allan Drummond. Cell, 2015 
# 
# Columns:
#   orf: systematic orf name
#   gene: gene name from SGD
#   experiment: experiment name
#   rep: biological replicate
#   time: minutes post heat-shock
#   n.detections: number of peptide detection events
#   n.peptides: number of unique peptides detected
#   intensity.ctrl: summed intensity for control (unshocked) sample
#   intensity.pre: summed intensity for shocked sample, pre-shock label
#   intensity.post: summed intensity for shocked sample, post-shock label
#   ratio.pre: normalized median ratio pre-shock label to unshocked
#   ratio.post: normalized median ratio post-shock label to unshocked
#   ratio.sum: ratio.pre + ratio.post
# 
orf	gene	experiment	rep	time	n.detections	n.peptides	intensity.ctrl	intensity.pre	intensity.post	ratio.pre	ratio.post	ratio.sum
YPL226W	NEW1	42C10min.30C60min	rep1	60	18	14	72864548	42040613	5192108	0.922	0.1167	1.0386
YPL226W	NEW1	42C10min.30C0min	rep1	0	3	1	1624060	965670	154194.3	0.5101	0.0481	0.5583
YPL228W	CET1	42C10min.30C0min	rep1	0	1	1	82704	56784	26423	0.5763	0.2682	0.8444
YPL228W	CET1	42C10min.30C20min	rep1	20	1	1	1823600	576620	392950	0.4097	0.2792	0.6888
YPL231W	FAS2	42C10min.30C0min	rep1	0	193	59	761776714	794744923	173419834.8	0.8725	0.0548	0.9273
YPL231W	FAS2	42C10min.30C20min	rep1	20	236	78	1943308120	1331813851	131176674.8	0.8665	0.0593	0.9259
YPL231W	FAS2	42C10min.30C60min	rep1	60	177	75	2238889990	1558698074	246510193.6	0.7746	0.0894	0.864
YPL235W	RVB2	42C10min.30C20min	rep1	20	14	10	36646310	25292155	8318299	0.7389	0.1652	0.9041
YPL235W	RVB2	42C10min.30C60min	rep1	60	14	10	44990700	34084290	57760300	0.8387	0.1825	1.0212
YPL235W	RVB2	42C10min.30C0min	rep1	0	3	3	1794341	1459750	208272.27	0.6453	0.0085	0.6538
YPL237W	SUI3	42C10min.30C0min	rep1	0	21	8	29153450	41641730	14784041.3	0.9857	0.1141	1.0998
YPL237W	SUI3	42C10min.30C20min	rep1	20	14	8	62170200	45307200	11378560	0.9219	0.2477	1.1696
YPL237W	SUI3	42C10min.30C60min	rep1	60	17	9	108549250	84870420	25525520	0.9456	0.2586	1.2042
YPL239W	YAR1	42C10min.30C60min	rep1	60	11	8	35222510	22828500	4038257	0.7167	0.1055	0.8222
YPL239W	YAR1	42C10min.30C0min	rep1	0	5	3	4608520	2778500	1272361	0.5293	0.1099	0.6392
YPL239W	YAR1	42C10min.30C20min	rep1	20	11	6	13692180	9025680	1986306	0.8177	0.1169	0.9346
YPL240C	HSP82	42C10min.30C60min	rep1	60	28	9	178602830	239099600	124235600	1.6414	0.8137	2.455
YPL240C	HSP82	42C10min.30C0min	rep1	0	14	6	21816540	28973440	1943423	1.118	0.0474	1.1654
YPL240C	HSP82	42C10min.30C20min	rep1	20	28	7	84225028	104563746	28174753	1.5491	0.4248	1.9739
YPL242C	IQG1	42C10min.30C20min	rep1	20	2	2	166423	1074740	291837	8.1158	2.325	10.4408
YPL243W	SRP68	42C10min.30C20min	rep1	20	6	6	2910310	1895619	61956	0.9044	0	0.9044
YPL243W	SRP68	42C10min.30C60min	rep1	60	6	4	12722500	9549350	1785150	0.7441	0.2074	0.9515
YPL249C	GYP5	42C10min.30C20min	rep1	20	3	3	3774770	2405230	1186991	0.824	0.4538	1.2778
YPL249C	GYP5	42C10min.30C60min	rep1	60	3	3	3206630	1689740	812539	0.7103	0.3159	1.0262
YPL249C-A	RPL36B	42C10min.30C0min	rep1	0	36	5	325458131	379928970	25184212.6	1.014	0.0404	1.0544
YPL249C-A	RPL36B	42C10min.30C20min	rep1	20	32	5	714054830	515023730	30930454.5	0.9743	0.0589	1.0332
YPL249C-A	RPL36B	42C10min.30C60min	rep1	60	23	5	1002070740	678754910	94142978	0.8132	0.0867	0.8999
YPL257W-A	NA	42C10min.30C20min	rep1	20	1	1	6804700	624660	577560	0.1189	0.11	0.2289
YPL260W	NA	42C10min.30C60min	rep1	60	14	10	41549810	34222650	8345476	1.0434	0.1975	1.2409
YPL260W	NA	42C10min.30C20min	rep1	20	15	10	24112660	18870240	3407371	1.0148	0.0722	1.087
YPL260W	NA	42C10min.30C0min	rep1	0	5	1	2444250	2865390	2231242	0.8023	0.2187	1.021
YPL262W	FUM1	42C10min.30C20min	rep1	20	17	9	56746730	40352050	3868585	0.8925	0.051	0.9435
YPL262W	FUM1	42C10min.30C60min	rep1	60	18	11	75467840	59936880	7614072	0.927	0.1381	1.0651
YPL262W	FUM1	42C10min.30C0min	rep1	0	13	5	55758400	43059790	7522862	0.9195	0.0734	0.993
YPL263C	KEL3	42C10min.30C60min	rep1	60	5	4	11089080	8941680	2066457	0.7829	0.0561	0.839
YPL263C	KEL3	42C10min.30C20min	rep1	20	7	5	9628920	6316210	1056092	0.8213	0.0408	0.8621
YPL266W	DIM1	42C10min.30C60min	rep1	60	1	1	2508300	1577000	218760	0.7331	0.1017	0.8348
YPL266W	DIM1	42C10min.30C20min	rep1	20	1	1	3401200	2561800	47723	0.9758	0.0182	0.994
YPL271W	ATP15	42C10min.30C60min	rep1	60	1	1	2435300	776630	282720	0.3719	0.1354	0.5072
YPL271W	ATP15	42C10min.30C20min	rep1	20	1	1	1942400	932860	312440	0.6222	0.2084	0.8306
YPL272C	PBI1	42C10min.30C20min	rep1	20	1	1	14547	1720700	0	153.2489	0	153.2489
YPL273W	SAM4	42C10min.30C20min	rep1	20	6	4	14915270	14081290	786404	1.2235	0.0555	1.2789
YPL273W	SAM4	42C10min.30C60min	rep1	60	6	4	15865100	15677910	2073974	1.2442	0.1518	1.396
YPR004C	AIM45	42C10min.30C60min	rep1	60	15	10	44400620	34927370	6249843	0.8738	0.1447	1.0185
YPR004C	AIM45	42C10min.30C20min	rep1	20	9	7	27484620	19921980	2674313	0.8782	0.1841	1.0623
YPR004C	AIM45	42C10min.30C0min	rep1	0	9	2	3421320	4225670	627635	1.0312	0.1563	1.1875
YPR006C	ICL2	42C10min.30C60min	rep1	60	1	1	3050800	2912000	1947700	1.113	0.7444	1.8575
YPR010C	RPA135	42C10min.30C20min	rep1	20	21	14	73278860	61513080	11461666.6	1.011	0.0365	1.0475
YPR010C	RPA135	42C10min.30C60min	rep1	60	17	10	43977411	27244860	8019463	0.7398	0.0994	0.8392
YPR016C	TIF6	42C10min.30C20min	rep1	20	6	3	22110000	15621840	1266490	0.8666	0.0711	0.9377
YPR016C	TIF6	42C10min.30C60min	rep1	60	6	3	50535700	33397500	4737580	0.8329	0.1066	0.9395
YPR016C	TIF6	42C10min.30C0min	rep1	0	4	1	11226100	15604400	3774860	1.1777	0.292	1.4697
YPR018W	RLF2	42C10min.30C0min	rep1	0	2	2	3188920	1032780	871110	0.252	0.3837	0.6357
YPR018W	RLF2	42C10min.30C60min	rep1	60	1	1	148200	89342	59470	0.703	0.4679	1.1709
YPR019W	MCM4	42C10min.30C60min	rep1	60	8	6	8156230	5178134	1365828	0.8425	0.2118	1.0543
YPR019W	MCM4	42C10min.30C20min	rep1	20	3	3	1989067	2264760	97792	0.7298	0	0.7298
YPR024W	YME1	42C10min.30C60min	rep1	60	1	1	1111600	684640	264960	0.7182	0.2779	0.9961
YPR029C	APL4	42C10min.30C20min	rep1	20	1	1	779370	484740	20603	0.8058	0.0342	0.8401
YPR031W	NTO1	42C10min.30C20min	rep1	20	1	1	149640	2316200	560850000	20.0537	4855.8431	4875.8968
YPR031W	NTO1	42C10min.30C60min	rep1	60	1	1	1366500	7980700	44119000	6.8102	37.648	44.4581
YPR033C	HTS1	42C10min.30C20min	rep1	20	37	19	137315560	98182330	24335258	0.873	0.1033	0.9763
YPR033C	HTS1	42C10min.30C60min	rep1	60	41	17	288893270	217162480	68196428	0.8232	0.1813	1.0045
YPR033C	HTS1	42C10min.30C0min	rep1	0	30	11	83048850	95013590	21294658	0.93	0.1735	1.1035
YPR034W	ARP7	42C10min.30C60min	rep1	60	1	1	1174100	2019800	435710	2.006	0.4327	2.4387
YPR034W	ARP7	42C10min.30C20min	rep1	20	1	1	693140	188260	25941	0.3519	0.0485	0.4004
YPR035W	GLN1	42C10min.30C60min	rep1	60	25	12	166646640	120563170	30926910	0.8591	0.192	1.0511
YPR035W	GLN1	42C10min.30C20min	rep1	20	26	12	92171780	59783270	7150568	0.8088	0.0321	0.8408
YPR035W	GLN1	42C10min.30C0min	rep1	0	7	5	21011610	27270640	770166	0.896	0.0148	0.9108
YPR036W	VMA13	42C10min.30C0min	rep1	0	22	8	48252210	58316170	2780391.8	0.904	0.0375	0.9415
YPR036W	VMA13	42C10min.30C20min	rep1	20	38	17	173201060	109546941	7859787.4	0.8069	0.0433	0.8502
YPR036W	VMA13	42C10min.30C60min	rep1	60	29	17	199793970	139123020	17404954	0.8067	0.091	0.8977
YPR040W	TIP41	42C10min.30C20min	rep1	20	2	1	1120610	463390	258878	0.5496	0.2901	0.8397
YPR041W	TIF5	42C10min.30C20min	rep1	20	16	12	76957230	56116241	10443705.4	0.8805	0.0319	0.9124
YPR041W	TIF5	42C10min.30C0min	rep1	0	19	8	29822096	29928215	8113668	0.8817	0.1307	1.0124
YPR041W	TIF5	42C10min.30C60min	rep1	60	18	10	129910800	93661500	16619780	0.8469	0.1448	0.9917
YPR043W	RPL43A	42C10min.30C0min	rep1	0	20	6	55252770	83097290	1657011	1.0854	0.0013	1.0867
YPR043W	RPL43A	42C10min.30C20min	rep1	20	49	7	554794149	398794290	16000427.29	0.9568	0.0084	0.9652
YPR043W	RPL43A	42C10min.30C60min	rep1	60	32	6	557187830	369911275	22376214	0.7663	0.0525	0.8188
YPR048W	TAH18	42C10min.30C60min	rep1	60	1	1	32589000	18702000	27180000	0.6692	0.9725	1.6417
YPR051W	MAK3	42C10min.30C60min	rep1	60	1	1	2116100	1350000	667660	0.7439	0.3679	1.1118
YPR052C	NHP6A	42C10min.30C0min	rep1	0	7	3	17939340	20238580	3162065	0.8762	0.1796	1.0558
YPR052C	NHP6A	42C10min.30C20min	rep1	20	8	3	47093200	30951470	1910230	0.8772	0.1028	0.98
YPR052C	NHP6A	42C10min.30C60min	rep1	60	6	2	49844000	36965500	6776910	0.8609	0.1625	1.0234
YPR055W	SEC8	42C10min.30C20min	rep1	20	1	1	376340	35414000	14918000	121.9159	51.3565	173.2724
YPR055W	SEC8	42C10min.30C60min	rep1	60	1	1	561180	407480	106050	0.8467	0.2204	1.0671
YPR060C	ARO7	42C10min.30C20min	rep1	20	9	7	6438410	5634450	792117	0.9898	0.1749	1.1647
YPR060C	ARO7	42C10min.30C60min	rep1	60	17	9	52916940	37178050	16704666	0.7995	0.114	0.9134
YPR060C	ARO7	42C10min.30C0min	rep1	0	1	1	195370	203190	16542	0.8729	0.0711	0.944
YPR062W	FCY1	42C10min.30C0min	rep1	0	4	3	8601540	7711840	271000	0.7528	0.1285	0.8813
YPR062W	FCY1	42C10min.30C20min	rep1	20	11	3	41929540	25654080	2175156	0.8011	0.0592	0.8603
YPR062W	FCY1	42C10min.30C60min	rep1	60	9	3	70457600	46486240	7607420	0.7229	0.1138	0.8367
YPR069C	SPE3	42C10min.30C0min	rep1	0	40	11	202882310	215723920	23814452	0.9553	0.0494	1.0047
YPR069C	SPE3	42C10min.30C20min	rep1	20	46	13	483081040	315471400	38283471	0.9091	0.0852	0.9943
YPR069C	SPE3	42C10min.30C60min	rep1	60	52	14	634679260	441101170	88481460	0.7593	0.1083	0.8676
YPR070W	MED1	42C10min.30C60min	rep1	60	1	1	495960	254400	67810	0.5981	0.1594	0.7576
YPR072W	NOT5	42C10min.30C60min	rep1	60	1	1	467700	219530	57666	0.5473	0.1438	0.6911
YPR073C	LTP1	42C10min.30C20min	rep1	20	2	1	2243300	1721550	98074	1.0014	0.057	1.0584
YPR073C	LTP1	42C10min.30C60min	rep1	60	3	1	14257700	10180400	1530970	0.8609	0.122	0.983
YPR074C	TKL1	42C10min.30C20min	rep1	20	78	27	1129090484	822631937	118927622.9	0.8815	0.0673	0.9487
YPR074C	TKL1	42C10min.30C60min	rep1	60	63	29	1276158700	841271000	195606326	0.7926	0.0923	0.8849
YPR074C	TKL1	42C10min.30C0min	rep1	0	68	23	515739739	543905316	105578913.6	0.8676	0.0433	0.9109
YPR075C	OPY2	42C10min.30C20min	rep1	20	1	1	699720	260970	0	0.4832	0	0.4832
YPR080W	TEF1	42C10min.30C0min	rep1	0	208	21	7151019185	8209520449	261505597.5	0.9331	0.0285	0.9616
YPR080W	TEF1	42C10min.30C20min	rep1	20	199	26	14301092930	9854666728	705719197	0.9031	0.0728	0.9759
YPR080W	TEF1	42C10min.30C60min	rep1	60	176	28	15018588528	10600357140	1226818819	0.825	0.1078	0.9328
YPR082C	DIB1	42C10min.30C0min	rep1	0	3	1	8818200	7837900	50730	0.7023	0	0.7023
YPR086W	SUA7	42C10min.30C20min	rep1	20	2	1	858430	512010	3388.4	0.7991	0.0052	0.8043
YPR088C	SRP54	42C10min.30C60min	rep1	60	9	6	15174530	11776670	1405713	0.907	0.1146	1.0216
YPR088C	SRP54	42C10min.30C20min	rep1	20	5	4	4044970	2139041	86486.5	0.7166	0.0057	0.7223
YPR097W	NA	42C10min.30C60min	rep1	60	2	2	5386370	3749460	96539	0.6938	0.1081	0.8019
YPR097W	NA	42C10min.30C20min	rep1	20	1	1	299310	310730	31373	1.345	0.1358	1.4808
YPR102C	RPL11A	42C10min.30C0min	rep1	0	21	5	122820250	159237830	10166184	1.1055	0.0503	1.1558
YPR102C	RPL11A	42C10min.30C20min	rep1	20	18	7	749364170	591622370	48598750	1.0057	0.0607	1.0664
YPR102C	RPL11A	42C10min.30C60min	rep1	60	16	7	480344880	391381250	30595037	0.9069	0.0733	0.9802
YPR103W	PRE2	42C10min.30C20min	rep1	20	10	6	25791230	18033790	1469550	0.8902	0.0575	0.9477
YPR103W	PRE2	42C10min.30C60min	rep1	60	6	5	37077880	31741210	9345110	0.9155	0.3787	1.2942
YPR108W	RPN7	42C10min.30C20min	rep1	20	7	6	25714880	18535700	3465070	0.8887	0.0963	0.985
YPR108W	RPN7	42C10min.30C60min	rep1	60	6	5	20812040	17374790	6661882	0.9151	0.3652	1.2803
YPR108W	RPN7	42C10min.30C0min	rep1	0	2	1	1027290	880910	0	0.7495	0	0.7495
YPR110C	RPC40	42C10min.30C20min	rep1	20	6	5	10770040	7466850	335816	0.6576	0.0256	0.6832
YPR110C	RPC40	42C10min.30C60min	rep1	60	6	5	27161800	18390300	10206170	0.7653	0.1457	0.911
YPR110C	RPC40	42C10min.30C0min	rep1	0	9	3	16017980	14667380	1188258	0.716	0.0582	0.7742
YPR111W	DBF20	42C10min.30C20min	rep1	20	1	1	3703.2	2279000	106040	797.3202	37.0987	834.4189
YPR111W	DBF20	42C10min.30C60min	rep1	60	1	1	183290	64065	841460	0.4076	5.3533	5.7609
YPR112C	MRD1	42C10min.30C60min	rep1	60	1	1	439320	482130	19282	1.2797	0.0512	1.3309
YPR112C	MRD1	42C10min.30C20min	rep1	20	1	1	875780	325600	75926	0.4817	0.1123	0.594
YPR117W	NA	42C10min.30C0min	rep1	0	1	1	81294	155640	17877	1.6069	0.1846	1.7915
YPR117W	NA	42C10min.30C20min	rep1	20	2	2	330097	2822690	541410	43.3845	8.4019	51.7864
YPR117W	NA	42C10min.30C60min	rep1	60	2	2	4034500	6963617	1180197	1.8942	0.3238	2.218
YPR118W	MRI1	42C10min.30C0min	rep1	0	9	4	18398320	22011990	802483	0.9122	0.0185	0.9306
YPR118W	MRI1	42C10min.30C20min	rep1	20	8	4	11933840	8199020	913885.5	0.9076	0.0623	0.97
YPR118W	MRI1	42C10min.30C60min	rep1	60	14	6	63286700	45126330	11965604	0.7845	0.137	0.9215
YPR120C	CLB5	42C10min.30C20min	rep1	20	1	1	11157000	8397800	143360	0.9752	0.0166	0.9918
YPR120C	CLB5	42C10min.30C60min	rep1	60	1	1	21379000	23943000	982250	1.3059	0.0536	1.3595
YPR125W	YLH47	42C10min.30C60min	rep1	60	1	1	345060	263440	55457	0.8903	0.1874	1.0777
YPR125W	YLH47	42C10min.30C20min	rep1	20	2	2	7601348	5818920	229870	26.1957	8.3431	34.5388
YPR127W	NA	42C10min.30C60min	rep1	60	4	4	9430200	8380700	3174810	0.9584	0.4221	1.3805
YPR127W	NA	42C10min.30C20min	rep1	20	4	4	2179610	1764560	644830	1.089	0.4068	1.4958
YPR128C	ANT1	42C10min.30C0min	rep1	0	1	1	9264400	1441300	11139000	0.1306	1.0092	1.1397
YPR129W	SCD6	42C10min.30C20min	rep1	20	9	4	15426960	12534900	677644.1	0.9386	0.0309	0.9695
YPR129W	SCD6	42C10min.30C60min	rep1	60	8	5	15616530	15331480	3701262	0.9412	0.2041	1.1452
YPR129W	SCD6	42C10min.30C0min	rep1	0	2	1	397230	388390	0	0.8345	0	0.8345
YPR131C	NAT3	42C10min.30C0min	rep1	0	2	1	1165060	1126720	54344	0.8122	0.039	0.8512
YPR132W	RPS23B	42C10min.30C0min	rep1	0	8	4	415275500	530255900	13888870	1.0961	0.0139	1.11
YPR132W	RPS23B	42C10min.30C20min	rep1	20	14	4	170983730	110892640	7302994	0.9443	0.0163	0.9606
YPR132W	RPS23B	42C10min.30C60min	rep1	60	10	3	65433400	41221700	4394150	0.6339	0.0807	0.7146
YPR133C	SPN1	42C10min.30C20min	rep1	20	8	6	18264850	14025620	3630046.6	0.9748	0.1657	1.1406
YPR133C	SPN1	42C10min.30C60min	rep1	60	10	6	31931600	29058000	5502250	1.0846	0.18	1.2646
YPR133C	SPN1	42C10min.30C0min	rep1	0	1	1	604660	394640	0	0.5478	0	0.5478
YPR135W	CTF4	42C10min.30C20min	rep1	20	2	2	590130	388870	81086	0.8387	0.1539	0.9926
YPR135W	CTF4	42C10min.30C60min	rep1	60	1	1	287210	168990	53905	0.6861	0.2189	0.905
YPR143W	RRP15	42C10min.30C20min	rep1	20	3	2	1989350	1607730	124838	1.054	0.0677	1.1218
YPR143W	RRP15	42C10min.30C60min	rep1	60	1	1	7077500	3788100	709570	0.6241	0.1169	0.741
YPR143W	RRP15	42C10min.30C0min	rep1	0	2	1	650480	686840	0	0.8916	0	0.8916
YPR145W	ASN1	42C10min.30C0min	rep1	0	17	7	39349690	43957870	5256690	0.9075	0.158	1.0655
YPR145W	ASN1	42C10min.30C20min	rep1	20	17	10	70081030	46888670	7165017	1.0134	0.117	1.1304
YPR145W	ASN1	42C10min.30C60min	rep1	60	19	11	94118004	77009390	14470304	0.9348	0.1738	1.1087
YPR148C	NA	42C10min.30C20min	rep1	20	7	6	8776630	7184034	571467	0.9398	0.0612	1.001
YPR148C	NA	42C10min.30C60min	rep1	60	6	5	20521400	13765530	4085032	0.7857	0.1634	0.949
YPR148C	NA	42C10min.30C0min	rep1	0	5	1	3945510	4245280	220482	0.932	0	0.932
YPR154W	PIN3	42C10min.30C20min	rep1	20	3	2	2834060	3033240	1008680	1.2098	0.4403	1.6501
YPR154W	PIN3	42C10min.30C60min	rep1	60	3	1	3237360	4907900	4576100	1.7264	1.5053	3.2316
YPR154W	PIN3	42C10min.30C0min	rep1	0	1	1	120770	139750	48707	0.9712	0.3385	1.3097
YPR156C	TPO3	42C10min.30C20min	rep1	20	2	1	5048500	5055800	613750	1.3049	0.1588	1.4637
YPR156C	TPO3	42C10min.30C60min	rep1	60	2	1	2717300	1588210	631840	0.7334	0.2983	1.0318
YPR158W-A	NA	42C10min.30C60min	rep1	60	1	1	1993600	1347300	573450	0.788	0.3354	1.1235
YPR160W	GPH1	42C10min.30C20min	rep1	20	10	8	9147780	7732840	4761206	1.013	0.1641	1.1771
YPR160W	GPH1	42C10min.30C60min	rep1	60	11	8	26009030	37681050	60722183	1.1865	0.5352	1.7217
YPR160W	GPH1	42C10min.30C0min	rep1	0	2	1	473340	501770	296169	0.9973	0.9182	1.9155
YPR163C	TIF3	42C10min.30C0min	rep1	0	31	12	112147210	100750910	4918616	0.7831	0.0143	0.7974
YPR163C	TIF3	42C10min.30C20min	rep1	20	53	21	380925910	268002820	12110185.2	0.9071	0.0475	0.9546
YPR163C	TIF3	42C10min.30C60min	rep1	60	57	22	642493120	404257880	59161606	0.7658	0.1008	0.8666
YPR165W	RHO1	42C10min.30C20min	rep1	20	2	2	1630520	1191380	827892	0.9534	0.8566	1.8101
YPR165W	RHO1	42C10min.30C0min	rep1	0	1	1	1971700	1673300	207670	0.7123	0.0884	0.8007
YPR165W	RHO1	42C10min.30C60min	rep1	60	1	1	1344300	1046600	107110	0.9078	0.0929	1.0008
YPR172W	NA	42C10min.30C60min	rep1	60	5	3	11334700	8566700	2216510	0.9147	0.1811	1.0957
YPR172W	NA	42C10min.30C20min	rep1	20	1	1	505670	320820	0	0.822	0	0.822
YPR173C	VPS4	42C10min.30C20min	rep1	20	4	2	6118730	4280910	154746	0.7441	0.0172	0.7613
YPR173C	VPS4	42C10min.30C60min	rep1	60	5	4	10702433	9252986	866228	0.951	0.0197	0.9706
YPR173C	VPS4	42C10min.30C0min	rep1	0	1	1	760980	661260	27152	0.7293	0.0299	0.7593
YPR175W	DPB2	42C10min.30C20min	rep1	20	1	1	128300	119220	103510	1.2039	1.0453	2.2491
YPR176C	BET2	42C10min.30C20min	rep1	20	1	1	696780	376020	70967	0.6992	0.132	0.8311
YPR176C	BET2	42C10min.30C60min	rep1	60	1	1	801300	788400	95187	1.1473	0.1385	1.2858
YPR178W	PRP4	42C10min.30C0min	rep1	0	1	1	0	1386400	0	Inf	NA	NA
YPR180W	AOS1	42C10min.30C20min	rep1	20	2	2	2726470	1717220	140245	0.8499	0.114	0.9639
YPR180W	AOS1	42C10min.30C60min	rep1	60	1	1	1869000	1429700	202230	0.892	0.1262	1.0182
YPR181C	SEC23	42C10min.30C0min	rep1	0	13	6	22291360	21464160	1758939	0.8358	0.0481	0.8839
YPR181C	SEC23	42C10min.30C20min	rep1	20	26	14	75486530	48053060	7675016.3	0.8431	0.0902	0.9332
YPR181C	SEC23	42C10min.30C60min	rep1	60	35	18	146969068	99970302	22117516.5	0.6991	0.1483	0.8474
YPR183W	DPM1	42C10min.30C60min	rep1	60	3	2	1341300	1897900	298430	1.9647	0.2679	2.2326
YPR183W	DPM1	42C10min.30C20min	rep1	20	2	1	1235070	1210960	84023	1.2914	0.0874	1.3788
YPR184W	GDB1	42C10min.30C20min	rep1	20	1	1	397810	95867	65542	0.3122	0.2135	0.5257
YPR184W	GDB1	42C10min.30C60min	rep1	60	1	1	212400	174260	75585	0.9567	0.415	1.3716
YPR187W	RPO26	42C10min.30C20min	rep1	20	5	2	7614560	4841590	535945	0.8035	0.0348	0.8383
YPR187W	RPO26	42C10min.30C60min	rep1	60	5	2	13789710	10948490	2086786	1.2237	0.1808	1.4045
YPR188C	MLC2	42C10min.30C20min	rep1	20	2	2	1487360	847180	195999	0.7473	0.161	0.9083
YPR188C	MLC2	42C10min.30C60min	rep1	60	4	2	19180800	13546900	3454330	0.8288	0.2049	1.0337
YPR189W	SKI3	42C10min.30C20min	rep1	20	6	4	4980070	3879370	758730	1.048	0.2404	1.2885
YPR189W	SKI3	42C10min.30C60min	rep1	60	2	2	722450	577580	90442	0.9831	0.1603	1.1434
YPR190C	RPC82	42C10min.30C20min	rep1	20	3	3	946230	5602480	250463	1.2935	0.2845	1.578
YPR190C	RPC82	42C10min.30C0min	rep1	0	2	2	282080	136436.4	1086980	Inf	Inf	Inf
YPR190C	RPC82	42C10min.30C60min	rep1	60	1	1	1227400	889450	152770	0.845	0.1451	0.9901
YPR191W	QCR2	42C10min.30C0min	rep1	0	12	5	10221470	9599188	2071877	0.8037	0.043	0.8467
YPR191W	QCR2	42C10min.30C20min	rep1	20	10	7	21556690	15672980	3320008	0.9845	0.1728	1.1573
YPR191W	QCR2	42C10min.30C60min	rep1	60	9	8	54609830	40261060	15691473	0.8588	0.2328	1.0915
Q0075	AI5_BETA	42C10min.30C180min	rep2	180	1	1	9632200	3689700	5407600	0.4378	0.6416	1.0793
Q0115	BI3	42C10min.30C60min	rep2	60	1	1	310460	190300	3284500	0.8462	14.6051	15.4513
R0040C	REP2	42C10min.30C20min	rep2	20	1	1	476990	226390	599080	0.6623	1.7526	2.4149
R0040C	REP2	42C10min.30C60min	rep2	60	1	1	393640	193280	286260	0.6778	1.0039	1.6818
R0040C	REP2	42C10min.30C180min	rep2	180	1	1	308740	62530	218870	0.2315	0.8101	1.0416
YAL003W	EFB1	42C10min.30C0min	rep2	0	8	5	1331109000	1074623900	12550540	0.5771	0.0028	0.58
YAL003W	EFB1	42C10min.30C20min	rep2	20	7	4	895839230	491902020	20858974	0.8168	0.0354	0.8522
YAL003W	EFB1	42C10min.30C60min	rep2	60	12	6	955822280	538351670	99873307	0.7679	0.1568	0.9247
YAL003W	EFB1	42C10min.30C180min	rep2	180	10	5	1280641300	415109580	627149500	0.3731	0.5119	0.885
YAL005C	SSA1	42C10min.30C60min	rep2	60	21	8	900853561	864577856	417161476	1.4142	0.6799	2.0942
YAL005C	SSA1	42C10min.30C180min	rep2	180	13	7	944447776	449833088	432296005	0.6026	0.5999	1.2025
YAL005C	SSA1	42C10min.30C20min	rep2	20	11	7	1115700319	994215832	415240143.3	1.2627	0.2852	1.5479
YAL005C	SSA1	42C10min.30C0min	rep2	0	6	4	547082333	464338705	56992059	1.0066	0.0205	1.0271
YAL012W	CYS3	42C10min.30C0min	rep2	0	4	2	25900526	18893907	650110	0.7854	0.0035	0.789
YAL012W	CYS3	42C10min.30C20min	rep2	20	6	4	99677420	62488190	11651727	0.9247	0.0583	0.9831
YAL012W	CYS3	42C10min.30C60min	rep2	60	11	7	296439050	168836790	41561116	0.7829	0.1876	0.9705
YAL012W	CYS3	42C10min.30C180min	rep2	180	8	6	168482300	63972430	95547720	0.3999	0.5178	0.9177
YAL013W	DEP1	42C10min.30C20min	rep2	20	2	2	350800	188907	153160	0.7398	0.4284	1.1682
YAL013W	DEP1	42C10min.30C60min	rep2	60	1	1	72590	43993	0	0.8367	0	0.8367
YAL013W	DEP1	42C10min.30C180min	rep2	180	1	1	144610	54729	95712	0.4325	0.7564	1.1889
YAL015C	NTG1	42C10min.30C60min	rep2	60	2	1	419260	401590	93710	1.4487	0.3257	1.7744
YAL016W	TPD3	42C10min.30C60min	rep2	60	9	7	110543730	75944190	22213520	0.7818	0.2317	1.0135
YAL016W	TPD3	42C10min.30C180min	rep2	180	5	4	18573710	7766480	9344490	0.523	0.6103	1.1332
YAL016W	TPD3	42C10min.30C0min	rep2	0	2	2	16315200	20949200	88341	1.2694	0.0056	1.275
YAL016W	TPD3	42C10min.30C20min	rep2	20	2	2	13796900	9208300	769640	0.9096	0.0776	0.9872
YAL017W	PSK1	42C10min.30C60min	rep2	60	2	2	1750830	788850	390800	0.568	0.2222	0.7902
YAL017W	PSK1	42C10min.30C180min	rep2	180	1	1	366000	188220	213740	0.5877	0.6674	1.2551
YAL019W	FUN30	42C10min.30C60min	rep2	60	2	2	1067330	927660	210843	1.1908	0.2701	1.4609
YAL021C	CCR4	42C10min.30C60min	rep2	60	2	2	2806500	1746340	154210	0.8241	0.0615	0.8855
YAL029C	MYO4	42C10min.30C20min	rep2	20	2	1	484870	389070	0	1.2354	0	1.2354
YAL033W	POP5	42C10min.30C60min	rep2	60	1	1	2947800	1430600	375230	0.67	0.1757	0.8457
